Ensembl Gene ID	Associated Gene Name	SGD Gene	UniProt/SwissProt Accession
YKR103W	NFT1	S000001811	P0CE70
YDL205C	HEM3	S000002364	P28789
YHR204W	MNL1	S000001247	P38888
YJL032W		S000003569	P47059
YGL144C	ROG1	S000003112	P53118
YBR117C	TKL2	S000000321	P33315
YBR088C	POL30	S000000292	P15873
YFL042C		S000001852	P43560
YFR006W		S000001902	P43590
YNL300W	TOS6	S000005244	P48560
YDR022C	ATG31	S000002429	Q12421
YPL108W		S000006029	Q02872
YKL205W	LOS1	S000001688	P33418
YOL016C	CMK2	S000005376	P22517
YHR042W	NCP1	S000001084	P16603
YPL158C	AIM44	S000006079	Q99299
YPR002W	PDH1	S000006206	Q12428
YFR009W-A		S000028823	P0C5M9
YLR366W		S000004358	Q7LIF1
YKL105C	SEG2	S000001588	P34250
YPL052W	OAZ1	S000005973	Q02803
YDR261C-D		S000007395	Q07793
YBR241C		S000000445	P38142
YMR047C	NUP116	S000004650	Q02630
YOR235W	IRC13	S000005761	Q08630
YGR102C	GTF1	S000003334	P53260
YER131W	RPS26B	S000000933	P39939
YBR056W-A		S000028736	
YNL293W	MSB3	S000005237	P48566
YPL027W	SMA1	S000005948	Q02651
YDR209C		S000002617	Q03480
YPR155C	NCA2	S000006359	Q12374
YNR046W	TRM112	S000005329	P53738
YPL177C	CUP9	S000006098	P41817
YLR314C	CDC3	S000004306	P32457
YOR248W		S000005774	Q08681
YKL013C	ARC19	S000001496	P33204
YJL136W-A		S000028806	Q3E801
YMR315W-A		S000028697	Q8TGS4
Q0017		S000007258	Q9ZZX8
YNR066C		S000005349	P53752
YLL044W		S000003967	Q07880
YER153C	PET122	S000000955	P10355
YNL003C	PET8	S000004948	P38921
YAR035C-A		S000028595	Q8TGV0
YBL030C	PET9	S000000126	P18239
YLR276C	DBP9	S000004266	Q06218
YNR055C	HOL1	S000005338	P53389
YDL155W	CLB3	S000002314	P24870
YDR455C		S000002863	P87271
YPL065W	VPS28	S000005986	Q02767
YOR295W	UAF30	S000005821	Q08747
YBR111C	YSA1	S000000315	Q01976
YGR105W	VMA21	S000003337	P41806
YJR027W		S000003788	P47098
YJL061W	NUP82	S000003597	P40368
YGR066C		S000003298	P53242
YHR182C-A		S000028784	
YGR101W	PCP1	S000003333	P53259
YJL212C	OPT1	S000003748	P40897
YOR067C	ALG8	S000005593	P40351
YFR039C	OSW7	S000001935	P43611
YER183C	FAU1	S000000985	P40099
YNL012W	SPO1	S000004957	P53541
YER172C-A		S000028763	
YBR151W	APD1	S000000355	P38281
YLR105C	SEN2	S000004095	P16658
YDL100C	GET3	S000002258	Q12154
YOL163W		S000005523	P0CF20
YJL006C	CTK2	S000003543	P46962
YDR301W	CFT1	S000002709	Q06632
YGR250C		S000003482	P53316
YMR041C	ARA2	S000004644	Q04212
YDR511W	SDH7	S000002919	Q04401
YLR460C		S000004452	P54007
YPR011C		S000006215	Q12251
YIL078W	THS1	S000001340	P04801
YDL032W		S000002190	Q12281
YNR053C	NOG2	S000005336	P53742
YIL039W	TED1	S000001301	P40533
YDR071C	PAA1	S000002478	Q12447
YDL043C	PRP11	S000002201	Q07350
YFR047C	BNA6	S000001943	P43619
YCR011C	ADP1	S000000604	P25371
YCR077C	PAT1	S000000673	P25644
YKL090W	CUE2	S000001573	P36075
YJL203W	PRP21	S000003739	P32524
YOL117W	RRI2	S000005477	Q12348
YHR139C	SPS100	S000001181	P13130
YGL081W		S000003049	P53156
YDR178W	SDH4	S000002585	P37298
YOR328W	PDR10	S000005855	P51533
YLL061W	MMP1	S000003984	Q12372
YBL045C	COR1	S000000141	P07256
YLR149C		S000004139	Q99296
YLR207W	HRD3	S000004197	Q05787
YMR208W	ERG12	S000004821	P07277
YOR034C	AKR2	S000005560	Q12013
YLR041W		S000004031	Q07989
YLR437C	DIF1	S000004429	O13577
YNR019W	ARE2	S000005302	P53629
YPL235W	RVB2	S000006156	Q12464
YBR119W	MUD1	S000000323	P32605
YCL020W		S000000525	P25383
YFL010C	WWM1	S000001884	P43582
YER068W	MOT2	S000000870	P34909
YAL009W	SPO7	S000000007	P18410
YDR469W	SDC1	S000002877	Q03323
YOL082W	ATG19	S000005442	P35193
YJR067C	YAE1	S000003828	P47118
YDR424C	DYN2	S000002832	Q02647
YPL226W	NEW1	S000006147	Q08972
YFR002W	NIC96	S000001898	P34077
YHR146W	CRP1	S000001189	P38845
YAR023C		S000000074	D6VPM8
YAR023C		S000000074	P0CI38
YFR017C	IGD1	S000001913	P43598
YOR065W	CYT1	S000005591	P07143
YHL030W-A		S000028773	
YPL122C	TFB2	S000006043	Q02939
YPL222C-A		S000028722	Q8TGL0
YIL045W	PIG2	S000001307	P40187
YGL072C		S000003040	P53161
YER186C		S000000988	P40101
YOR011W	AUS1	S000005537	Q08409
YGL121C	GPG1	S000003089	P53130
YFR034W-A		S000028631	Q8TGR2
YOR038C	HIR2	S000005564	P32480
YIL021C-A		S000028656	Q8TGN4
YIL103W	DPH1	S000001365	P40487
YCR047C	BUD23	S000000643	P25627
YJR017C	ESS1	S000003778	P22696
YKR048C	NAP1	S000001756	P25293
YMR099C		S000004705	Q03161
YOL085W-A		S000028708	Q8TGQ8
YPR113W	PIS1	S000006317	P06197
YDL022C-A		S000028537	P0C5L6
YGR120C	COG2	S000003352	P53271
YDR423C	CAD1	S000002831	P24813
YLR190W	MMR1	S000004180	Q06324
YPL011C	TAF3	S000005932	Q12297
YKL212W	SAC1	S000001695	P32368
YGL156W	AMS1	S000003124	P22855
YDR063W	AIM7	S000002470	Q12156
YPL082C	MOT1	S000006003	P32333
YHL030W	ECM29	S000001022	P38737
YLR419W		S000004411	Q06698
YMR036C	MIH1	S000004639	P23748
YOR213C	SAS5	S000005739	Q99314
YDR352W	YPQ2	S000002760	Q06328
YPR137C-A		S000007359	P0CX57
YPR137C-A		S000007359	P0CX58
YCR038W-A		S000007597	Q96VG8
YCR025C		S000000620	P25352
YBL006C	LDB7	S000000102	P38210
YEL021W	URA3	S000000747	P03962
YOR090C	PTC5	S000005616	Q12511
YIL014W	MNT3	S000001276	P40549
YCR028C-A	RIM1	S000007222	P32445
YDR422C	SIP1	S000002830	P32578
YNL183C	NPR1	S000005127	P22211
YLR144C	ACF2	S000004134	Q12168
YNR071C		S000005354	P53757
YGR146C-A		S000028638	Q8TGT9
YEL071W	DLD3	S000000797	P39976
YLR324W	PEX30	S000004316	Q06169
YLR389C	STE23	S000004381	Q06010
YNL263C	YIF1	S000005207	P53845
YPR030W	CSR2	S000006234	Q12734
YOL103W-B		S000007350	Q12273
YIL073C	SPO22	S000001335	P40511
YPR154W	PIN3	S000006358	Q06449
YDR303C	RSC3	S000002711	Q06639
YKL148C	SDH1	S000001631	Q00711
YGL186C	TPN1	S000003154	P53099
YBL029W		S000000125	P38201
YER162C	RAD4	S000000964	P14736
YER046W	SPO73	S000000848	P40031
YER188C-A		S000028764	P0C0V2
YDR130C	FIN1	S000002537	Q03898
YBR005W	RCR1	S000000209	P38212
YKL058W	TOA2	S000001541	P32774
YAL019W-A		S000028729	
YDR154C		S000002561	
YDR535C		S000002943	Q04434
YJR005W	APL1	S000003765	P27351
YPR023C	EAF3	S000006227	Q12432
YMR071C	TVP18	S000004675	Q04767
YOR367W	SCP1	S000005894	Q08873
YBL018C	POP8	S000000114	P38208
YIL155C	GUT2	S000001417	P32191
YJR099W	YUH1	S000003860	P35127
YGL016W	KAP122	S000002984	P32767
YOR321W	PMT3	S000005848	P47190
YHR203C	RPS4B	S000001246	P0CX35
YHR203C	RPS4B	S000001246	P0CX36
YCL018W	LEU2	S000000523	P04173
YIL090W	ICE2	S000001352	P40499
YER147C	SCC4	S000000949	P40090
YJR109C	CPA2	S000003870	P03965
YKL068W	NUP100	S000001551	Q02629
YNL176C	TDA7	S000005120	P53882
YIL096C	BMT5	S000001358	P40493
YGR045C		S000003277	P53229
YAL064C-A	TDA8	S000002140	Q6B2U8
YDR362C	TFC6	S000002770	Q06339
YDR454C	GUK1	S000002862	P15454
YJL187C	SWE1	S000003723	P32944
YGR202C	PCT1	S000003434	P13259
YDR056C		S000002463	Q12025
YFL061W	DDI2	S000001833	P0CH63
YFL061W	DDI2	S000001833	P0CH64
YDR408C	ADE8	S000002816	P04161
YDL019C	OSH2	S000002177	Q12451
YDR297W	SUR2	S000002705	P38992
YKL112W	ABF1	S000001595	P14164
YKR095W-A	PCC1	S000028512	Q3E833
YCR001W		S000000594	P25347
YBR103W	SIF2	S000000307	P38262
YNL144W-A		S000028702	Q8TGL9
YER041W	YEN1	S000000843	P40028
YOL026C	MIM1	S000005386	Q08176
YDR440W	DOT1	S000002848	Q04089
YJL225W-A		S000028665	P0CL42
YJL225W-A		S000028665	P0CL41
YOL121C	RPS19A	S000005481	P07280
YLR420W	URA4	S000004412	P20051
YNL151C	RPC31	S000005095	P17890
Q0144		S000007278	Q9ZZW2
YCL016C	DCC1	S000000521	P25559
YLR462W		S000004454	O13556
YHR100C	GEP4	S000001142	P38812
YOR055W		S000005581	Q08439
YPR046W	MCM16	S000006250	Q12262
YBR097W	VPS15	S000000301	P22219
YOR102W		S000005628	Q08503
YNR028W	CPR8	S000005311	P53728
YLR298C	YHC1	S000004289	Q05900
YGR109W-B		S000007347	Q99315
YJR117W	STE24	S000003878	P47154
YLL052C	AQY2	S000003975	P0CD90
YOL098C		S000005458	Q12496
YOR271C	FSF1	S000005797	Q12029
YOR149C	SMP3	S000005675	Q04174
YLL006W	MMM1	S000003929	P41800
YDR289C	RTT103	S000002697	Q05543
YDR166C	SEC5	S000002573	P89102
YIL028W		S000001290	P40539
YDL028C	MPS1	S000002186	P54199
YDR319C	YFT2	S000002727	Q06676
YGL211W	NCS6	S000003179	P53088
YMR304C-A		S000004919	
YKL133C		S000001616	P36066
YDL194W	SNF3	S000002353	P10870
YNL137C	NAM9	S000005081	P27929
YKR014C	YPT52	S000001722	P36018
YDL176W		S000002335	Q12027
YDR487C	RIB3	S000002895	Q99258
YLR346C		S000004338	Q06139
YIL135C	VHS2	S000001397	P40463
YLR209C	PNP1	S000004199	Q05788
YOR084W	LPX1	S000005610	Q12405
YOL166W-A		S000028709	Q8TGJ1
YPR028W	YOP1	S000006232	Q12402
YIL115W-A		S000028795	
YLR093C	NYV1	S000004083	Q12255
YLR342W	FKS1	S000004334	P38631
YEL061C	CIN8	S000000787	P27895
YLR254C	NDL1	S000004244	Q06568
YKL049C	CSE4	S000001532	P36012
YBR091C	TIM12	S000000295	P32830
YOR166C	SWT1	S000005692	Q12104
YHR166C	CDC23	S000001209	P16522
YLR277C	YSH1	S000004267	Q06224
YLR154W-C	TAR1	S000028422	Q8TGM6
YPL089C	RLM1	S000006010	Q12224
YNL167C	SKO1	S000005111	Q02100
YNL006W	LST8	S000004951	P41318
YKL156W	RPS27A	S000001639	P35997
YFR052W	RPN12	S000001948	P32496
YFL060C	SNO3	S000001834	P43544
YGR203W	YCH1	S000003435	P42937
YJR005C-A	LSO1	S000028523	Q3E827
YGL248W	PDE1	S000003217	P22434
YLL005C	SPO75	S000003928	Q07798
YGL228W	SHE10	S000003197	P53075
YOR226C	ISU2	S000005752	Q12056
YLR162W-A	RRT15	S000028567	Q3E811
YPR035W	GLN1	S000006239	P32288
YMR015C	ERG5	S000004617	P54781
YJL169W		S000003705	P46994
YFL014W	HSP12	S000001880	P22943
YKL078W	DHR2	S000001561	P36009
YDR155C	CPR1	S000002562	P14832
YER074W-A	YOS1	S000007651	Q3E834
YDL076C	RXT3	S000002234	Q07458
YFL029C	CAK1	S000001865	P43568
YOR193W	PEX27	S000005719	Q08580
YGL194C-A		S000087160	Q2V2P6
YKR075W-A		S000028669	Q8TGM9
YGR201C		S000003433	P42936
YJL051W	IRC8	S000003587	P47046
YHR049W	FSH1	S000001091	P38777
YIL163C		S000001425	P40448
YBL039W-B		S000028517	P0C268
YDR420W	HKR1	S000002828	P41809
YDL197C	ASF2	S000002356	P32448
YNL089C		S000005033	P53936
YCR024C	SLM5	S000000618	P25345
YER086W	ILV1	S000000888	P00927
YMR289W	ABZ2	S000004902	Q03266
YDR186C		S000002594	Q04007
YDR529C	QCR7	S000002937	P00128
YBR072W	HSP26	S000000276	P15992
YDR018C		S000002425	Q12185
YPL104W	MSD1	S000006025	P15179
YMR227C	TAF7	S000004840	Q05021
YKL026C	GPX1	S000001509	P36014
YML071C	COG8	S000004536	Q04632
YCL024W	KCC4	S000000529	P25389
YNL038W	GPI15	S000004983	P53961
YOL097W-A		S000028854	Q3E7Y9
YMR218C	TRS130	S000004831	Q03660
YGR044C	RME1	S000003276	P32338
YOR079C	ATX2	S000005605	Q12067
YOR121C		S000005647	Q08521
YPL223C	GRE1	S000006144	Q08969
YKL223W		S000001706	P36031
YBL073W		S000000169	P38184
YPL250C	ICY2	S000006171	Q12048
YGL232W	TAN1	S000003201	P53072
YGL213C	SKI8	S000003181	Q02793
YKL017C	HCS1	S000001500	P34243
YGL101W		S000003069	P53144
YMR152W	YIM1	S000004760	P28625
YBR157C	ICS2	S000000361	P38284
YNL083W	SAL1	S000005027	D6W196
YMR061W	RNA14	S000004665	P25298
YPL117C	IDI1	S000006038	P15496
YGL189C	RPS26A	S000003157	P39938
YDR157W		S000002564	
YOR311C	DGK1	S000005838	Q12382
YMR293C	HER2	S000004907	Q03557
YIR026C	YVH1	S000001465	Q02256
YCL031C	RRP7	S000000536	P25368
YDR259C	YAP6	S000002667	Q03935
YGL151W	NUT1	S000003119	P53114
YGL042C		S000003010	P53181
YGL095C	VPS45	S000003063	P38932
YJR093C	FIP1	S000003853	P45976
YHR096C	HXT5	S000001138	P38695
YDR488C	PAC11	S000002896	P40960
YOR308C	SNU66	S000005835	Q12420
YPR169W	JIP5	S000006373	Q06214
YBL091C-A	SCS22	S000007228	Q6Q595
YEL051W	VMA8	S000000777	P32610
YPL195W	APL5	S000006116	Q08951
YMR165C	PAH1	S000004775	P32567
YPR010C-A		S000122558	A5Z2X5
YGR015C		S000003247	P53208
YNL067W-B		S000028810	Q3E767
YMR106C	YKU80	S000004712	Q04437
YBR202W	MCM7	S000000406	P38132
YKL052C	ASK1	S000001535	P35734
YHR180C-B		S000028554	P0C5N5
YPL259C	APM1	S000006180	Q00776
YIR020C		S000001459	P40575
YKL140W	TGL1	S000001623	P34163
YER087C-A		S000028753	
YFL050C	ALR2	S000001844	P43553
YMR212C	EFR3	S000004825	Q03653
YKR010C	TOF2	S000001718	Q02208
YLR448W	RPL6B	S000004440	P05739
YNL155W	CUZ1	S000005099	P53899
YFR051C	RET2	S000001947	P43621
YLL063C	AYT1	S000003986	Q12226
YLR005W	SSL1	S000003995	Q04673
YGR043C	NQM1	S000003275	P53228
YBR285W		S000000489	P38354
YMR254C		S000004867	Q04838
YKL124W	SSH4	S000001607	P32343
YNR007C	ATG3	S000005290	P40344
YLR275W	SMD2	S000004265	Q06217
YDL022W	GPD1	S000002180	Q00055
YER024W	YAT2	S000000826	P40017
YOL101C	IZH4	S000005461	Q99393
YAL066W		S000000061	P39710
YJL183W	MNN11	S000003719	P46985
YBR189W	RPS9B	S000000393	P05755
YJR125C	ENT3	S000003886	P47160
YOL033W	MSE1	S000005393	P48525
YML126C	ERG13	S000004595	P54839
YMR069W	NAT4	S000004673	Q04751
YLR258W	GSY2	S000004248	P27472
YBL085W	BOI1	S000000181	P38041
YMR288W	HSH155	S000004901	P49955
YHR176W	FMO1	S000001219	P38866
YOR327C	SNC2	S000005854	P33328
YNR027W	BUD17	S000005310	P53727
YJR100C	AIM25	S000003861	P47140
YCR060W	TAH1	S000000656	P25638
YLR130C	ZRT2	S000004120	Q12436
YDR234W	LYS4	S000002642	P49367
YAL062W	GDH3	S000000058	P39708
YOR164C	GET4	S000005690	Q12125
YFR032C	RRT5	S000001928	P43607
YBL014C	RRN6	S000000110	P32786
YER148W	SPT15	S000000950	P13393
YLR402W		S000004394	Q06057
YOR376W-A		S000028586	Q3E805
YBL101C	ECM21	S000000197	P38167
YDR005C	MAF1	S000002412	P41910
YHL021C	AIM17	S000001013	P23180
YKR016W	MIC60	S000001724	P36112
YPL232W	SSO1	S000006153	P32867
YPR133C	SPN1	S000006337	Q06505
YDL163W		S000002322	Q12148
YPR182W	SMX3	S000006386	P54999
YNL245C	CWC25	S000005189	P53854
YHR074W	QNS1	S000001116	P38795
YPL215W	CBP3	S000006136	P21560
YIR028W	DAL4	S000001467	Q04895
YPR170C		S000006374	
YDR545W	YRF1-1	S000002953	P0CX20
YDR545W	YRF1-1	S000002953	P0CX21
YDR545W	YRF1-1	S000002953	P0CX22
YCL059C	KRR1	S000000564	P25586
YAL037W		S000000035	P39728
YER003C	PMI40	S000000805	P29952
YJL119C		S000003655	P47021
YML046W	PRP39	S000004509	P39682
YOL050C		S000005410	Q08222
YMR085W		S000004690	P0CF18
YCR040W	MATALPHA1	S000000636	P0CY07
YCR040W	MATALPHA1	S000000636	P0CY06
YCL034W	LSB5	S000000539	P25369
YFL039C	ACT1	S000001855	P60010
YHR188C	GPI16	S000001231	P38875
YOL080C	REX4	S000005440	Q08237
YER127W	LCP5	S000000929	P40079
YPL091W	GLR1	S000006012	P41921
YJR090C	GRR1	S000003850	P24814
YJL097W	PHS1	S000003633	P40857
YFL031W	HAC1	S000001863	P41546
YCL011C	GBP2	S000000517	P25555
YPL059W	GRX5	S000005980	Q02784
YGL050W	TYW3	S000003018	P53177
YLR164W	SHH4	S000004154	Q06236
YDL093W	PMT5	S000002251	P52867
YAL055W	PEX22	S000000051	P39718
YDL174C	DLD1	S000002333	P32891
YMR022W	UBC7	S000004624	Q02159
YBR261C	TAE1	S000000465	P38340
YLR263W	RED1	S000004253	P14291
YBL042C	FUI1	S000000138	P38196
YKL125W	RRN3	S000001608	P36070
YEL034W	HYP2	S000000760	P23301
YHR135C	YCK1	S000001177	P23291
YML112W	CTK3	S000004580	P46963
YDL099W	BUG1	S000002257	Q12191
YGR077C	PEX8	S000003309	P53248
YDR285W	ZIP1	S000002693	P31111
YGR285C	ZUO1	S000003517	P32527
YDR028C	REG1	S000002435	Q00816
YPL236C	ENV7	S000006157	Q12003
YDR163W	CWC15	S000002570	Q03772
YFL025C	BST1	S000001869	P43571
YDR094W		S000002501	
YJR133W	XPT1	S000003894	P47165
YKL171W	NNK1	S000001654	P36003
YJR073C	OPI3	S000003834	P05375
YPR158W-A		S000007363	P0CX59
YPR158W-A		S000007363	P0CX60
YKL075C		S000001558	P36083
YGR134W	CAF130	S000003366	P53280
YPL101W	ELP4	S000006022	Q02884
YBL105C	PKC1	S000000201	P24583
YBL025W	RRN10	S000000121	P38204
YLR198C		S000004188	O13530
YJR107W		S000003868	P47145
YDR434W	GPI17	S000002842	Q04080
YKL005C	BYE1	S000001488	P36106
YNL326C	PFA3	S000005270	P42836
YOR021C	SFM1	S000005547	Q12314
YKR047W		S000001755	P36140
YIL079C	AIR1	S000001341	P40507
YDL041W		S000002199	Q12352
YDR177W	UBC1	S000002584	P21734
YGL124C	MON1	S000003092	P53129
YBR183W	YPC1	S000000387	P38298
YNR029C		S000005312	P53729
YOL018C	TLG2	S000005378	Q08144
YAR002W	NUP60	S000000063	P39705
YIL063C	YRB2	S000001325	P40517
YNL296W		S000005240	P53828
YDR417C		S000002825	P87267
YOR263C		S000005789	Q08728
YPL010W	RET3	S000005931	P53600
YER180C	ISC10	S000000982	P32645
YPR186C	PZF1	S000006390	P39933
YPL079W	RPL21B	S000006000	Q12672
YHR054W-A		S000028648	P0CL32
YHR054W-A		S000028648	P0CL33
YLR030W		S000004020	Q07967
YHR182W		S000001225	P38870
YMR081C	ISF1	S000004686	P32488
YBR131C-A		S000028601	Q8TGQ5
YHR167W	THP2	S000001210	O13539
YER137C		S000000939	P40083
YBL031W	SHE1	S000000127	P38200
YLR098C	CHA4	S000004088	P43634
YEL056W	HAT2	S000000782	P39984
YEL066W	HPA3	S000000792	P39979
YOR056C	NOB1	S000005582	Q08444
YBL091C	MAP2	S000000187	P38174
YEL034C-A		S000028743	Q02217
YFR033C	QCR6	S000001929	P00127
YGL205W	POX1	S000003173	P13711
YDR194C	MSS116	S000002602	P15424
YOR393W	ERR1	S000005920	P0CX10
YOR393W	ERR1	S000005920	P0CX11
YHR022C-A		S000028645	Q8TGT6
YHR165W-A		S000028783	
YLR300W	EXG1	S000004291	P23776
YDR350C	ATP22	S000002758	P50273
YDL173W	PAR32	S000002332	Q12515
YMR017W	SPO20	S000004619	Q04359
YMR251W	GTO3	S000004863	Q04806
YDR473C	PRP3	S000002881	Q03338
YOR141C	ARP8	S000005667	Q12386
YIL088C	AVT7	S000001350	P40501
YDL057W		S000002215	Q07379
YIR031C	DAL7	S000001470	P21826
YKL178C	STE3	S000001661	P06783
YJR161C	COS5	S000003922	P47187
YCL025C	AGP1	S000000530	P25376
YDL077C	VAM6	S000002235	Q07468
YGL096W	TOS8	S000003064	P53147
YNL271C	BNI1	S000005215	P41832
YKR104W		S000001812	P0CE69
YNL270C	ALP1	S000005214	P38971
YMR268C	PRP24	S000004881	P49960
YGL150C	INO80	S000003118	P53115
YCR009C	RVS161	S000000602	P25343
YDR030C	RAD28	S000002437	Q12021
YOR207C	RET1	S000005733	P22276
YLR053C		S000004043	Q12026
YKL040C	NFU1	S000001523	P32860
YNL157W	IGO1	S000005101	P53897
YKL057C	NUP120	S000001540	P35729
YLR211C	ATG38	S000004201	Q05789
YLR091W	GEP5	S000004081	Q12393
YML076C	WAR1	S000004541	Q03631
YNR051C	BRE5	S000005334	P53741
YKR007W	MEH1	S000001715	Q02205
YOL157C	IMA2	S000005517	Q08295
YGR284C	ERV29	S000003516	P53337
YDR538W	PAD1	S000002946	P33751
YLR134W	PDC5	S000004124	P16467
YDR515W	SLF1	S000002923	Q12034
YMR311C	GLC8	S000004928	P41818
YBR236C	ABD1	S000000440	P32783
YNL284C	MRPL10	S000005228	P36520
YNL279W	PRM1	S000005223	P53835
YKR067W	GPT2	S000001775	P36148
YOR142W-A		S000007351	P0CX59
YOR142W-A		S000007351	P0CX60
YHR217C		S000001260	P38898
YOL025W	LAG2	S000005385	Q92325
YJR011C		S000003772	P47086
YKR082W	NUP133	S000001790	P36161
YDR478W	SNM1	S000002886	P40993
YPR132W	RPS23B	S000006336	P0CX29
YPR132W	RPS23B	S000006336	P0CX30
YGR262C	BUD32	S000003494	P53323
YJL180C	ATP12	S000003716	P22135
YIR032C	DAL3	S000001471	P32459
YOL142W	RRP40	S000005502	Q08285
YDL079C	MRK1	S000002237	P50873
YKR024C	DBP7	S000001732	P36120
YDR218C	SPR28	S000002626	Q04921
YEL059C-A	SOM1	S000002954	Q05676
YEL024W	RIP1	S000000750	P08067
YGR259C		S000003491	P53321
YBR142W	MAK5	S000000346	P38112
YLR003C	CMS1	S000003993	Q07897
YJL077C	ICS3	S000003613	P47034
YNL080C	EOS1	S000005024	P53938
YJR086W	STE18	S000003846	P18852
YMR011W	HXT2	S000004613	P23585
YNL127W	FAR11	S000005071	P53917
YOL150C		S000005510	Q08293
YIL100C-A		S000028794	Q03884
YCL051W	LRE1	S000000556	P25579
YGL183C	MND1	S000003151	P53102
YMR103C		S000004709	Q04436
YBR099C		S000000303	P38258
YMR177W	MMT1	S000004789	Q03218
YBR212W	NGR1	S000000416	P32831
YLR157C-A		S000007373	P0CX70
YLR157C-A		S000007373	P0CX71
YLR157C-A		S000007373	P0CX72
YLR157C-A		S000007373	P0CX73
YOR291W	YPK9	S000005817	Q12697
YKL131W		S000001614	P36067
YJL218W		S000003754	P40892
YGL069C		S000003037	P53162
YPL130W	SPO19	S000006051	Q03029
YCL009C	ILV6	S000000515	P25605
YBL072C	RPS8A	S000000168	P0CX39
YBL072C	RPS8A	S000000168	P0CX40
YCR052W	RSC6	S000000648	P25632
YDL133C-A	RPL41B	S000002293	P0CX86
YDL133C-A	RPL41B	S000002293	P0CX87
YAL053W	FLC2	S000000049	P39719
YKL060C	FBA1	S000001543	P14540
YPR058W	YMC1	S000006262	P32331
YGL112C	TAF6	S000003080	P53040
YBR185C	MBA1	S000000389	P38300
YGL019W	CKB1	S000002987	P43639
YHR183W	GND1	S000001226	P38720
YBR156C	SLI15	S000000360	P38283
YIL013C	PDR11	S000001275	P40550
YMR272W-B		S000028696	Q8TGS5
YOR368W	RAD17	S000005895	P48581
YGR258C	RAD2	S000003490	P07276
YKL084W	HOT13	S000001567	P36078
YGR008C	STF2	S000003240	P16965
YDR534C	FIT1	S000002942	Q04433
YPL006W	NCR1	S000005927	Q12200
YFR054C		S000001950	P43622
YKL003C	MRP17	S000001486	P28778
YNL191W	DUG3	S000005135	P53871
YJL116C	NCA3	S000003652	P46955
YOL067C	RTG1	S000005428	P32607
YLL058W		S000003981	Q12198
YLR370C	ARC18	S000004362	Q05933
YHR063W-A		S000028778	
YDL121C		S000002279	Q07541
YDR526C		S000002934	P87274
YMR187C		S000004799	Q03236
YOR220W	RCN2	S000005746	Q12044
YLR100W	ERG27	S000004090	Q12452
YIL111W	COX5B	S000001373	P00425
YMR098C	ATP25	S000004704	Q03153
YKL169C		S000001652	P36050
YCR069W	CPR4	S000000665	P25334
YKL004W	AUR1	S000001487	P36107
YGL106W	MLC1	S000003074	P53141
YDL047W	SIT4	S000002205	P20604
YLR241W	CSC1	S000004231	Q06538
YOL031C	SIL1	S000005391	Q08199
YKL077W		S000001560	P36081
YIR006C	PAN1	S000001445	P32521
YOR119C	RIO1	S000005645	Q12196
YER053C	PIC2	S000000855	P40035
YKL053C-A	MDM35	S000007243	O60200
YDR292C	SRP101	S000002700	P32916
YLR101C		S000004091	Q08027
YNL076W	MKS1	S000005020	P34072
YOL127W	RPL25	S000005487	P04456
YKL207W	EMC3	S000001690	P36039
YJR114W		S000003875	P47151
YOR257W	CDC31	S000005783	P06704
YJR045C	SSC1	S000003806	P12398
YBL023C	MCM2	S000000119	P29469
YHR151C	MTC6	S000001194	P38849
YEL009C-A		S000028741	
YDL236W	PHO13	S000002395	P19881
YCL065W		S000000570	P37264
YJL042W	MHP1	S000003578	P43638
YER051W	JHD1	S000000853	P40034
YCL012C		S000029705	Q8J0M4
YML081W	TDA9	S000004546	Q04545
YPR075C	OPY2	S000006279	Q06810
YEL057C		S000000783	P39983
YNL175C	NOP13	S000005119	P53883
YIL041W	GVP36	S000001303	P40531
YIL030C	SSM4	S000001292	P40318
YNL332W	THI12	S000005276	P42883
YOR215C	AIM41	S000005741	Q12032
YBR199W	KTR4	S000000403	P38131
YIL134W	FLX1	S000001396	P40464
YGL041W-A		S000028826	P0C5N3
YCR108C		S000028536	Q3E819
YDR145W	TAF12	S000002552	Q03761
YER069W	ARG5,6	S000000871	Q01217
YPR203W		S000006407	Q08994
YNL086W	SNN1	S000005030	P48232
YOL052C	SPE2	S000005412	P21182
YBL010C		S000000106	P32788
YPR177C		S000006381	O13575
YER148W-A		S000028760	
YOL103W-A		S000007349	Q92392
YDL001W	RMD1	S000002159	Q03441
YBR056W		S000000260	P38081
YMR305C	SCW10	S000004921	Q04951
YOR310C	NOP58	S000005837	Q12499
YOR273C	TPO4	S000005799	Q12256
YOR294W	RRS1	S000005820	Q08746
YMR038C	CCS1	S000004641	P40202
YDR542W	PAU10	S000002950	Q03050
YJL020W-A		S000028659	Q8TGN2
YGL012W	ERG4	S000002980	P25340
YBL054W	TOD6	S000000150	P34219
YKR053C	YSR3	S000001761	P23501
YLR412C-A		S000028572	Q3E742
YJL007C		S000003544	P47080
YOR133W	EFT1	S000005659	P32324
YKL138C-A	HSK3	S000028421	P69852
YML057W	CMP2	S000004521	P14747
YJR160C	MPH3	S000003921	P0CE00
YFL049W	SWP82	S000001845	P43554
YPR002C-A		S000007254	Q6B0V7
YCR005C	CIT2	S000000598	P08679
YML028W	TSA1	S000004490	P34760
YBL076C	ILS1	S000000172	P09436
